番号,section,単語,意味
60,section1,figure,数字；姿；人物；図（表）
61,section1,evidence,証拠
62,section1,industry,産業；勤勉（≒diligence）
63,section1,economy,経済；節約
64,section1,medicine,医薬（≒medication）；医学
65,section1,matter,問題；事態；困難；物質
66,section1,material,材料；資料；生地
67,section1,species,（生物の）種；種類
68,section1,practice,（社会の）慣習；実践；練習
69,section1,focus,焦点；関心の的
70,section1,memory,記憶（力）；（...の）思い出
71,section1,right,権利；右；正しいこと
72,section1,accord,一致；合意，協定
73,section1,thought,考え；思考
74,section1,interest,興味；利子；利害
75,section1,account,説明；勘定；口座
76,section1,cause,原因；理由；大義
77,section1,sound,音；響き，印象
78,section1,individual,個人
79,section1,certain,確信して；確かな；ある；一定の
80,section1,possible,可能な；可能性のある
81,section1,likely,ありそうな
82,section1,available,手に入る；利用できる；手が空いている
83,section1,social,社会的な；社交の
84,section1,public,公の；公開の
85,section1,physical,身体の；物質的な；物理学の
86,section1,scientific,科学的な；（自然）科学の
87,section1,common,普通の；共通の；一般の
88,section1,general,全般的な；一般的な
89,section1,particular,特定の；特別の；（...について）やかましい
90,section1,similar,似ている；同様の
91,section1,various,さまざまな；いくつかの
92,section1,native,出生地の；原産の；生得の
93,section1,patient,忍耐強い；勤勉な
94,section1,recent,最近の
95,section1,even,...さえ；（比較級の前で）いっそう
96,section1,yet,それでも；まだ；もう
97,section1,rather,かなり；むしろ；それどころか
98,section1,instead,その代わりに；そうではなくて
99,section1,simultaneously,同時に；一斉に
100,section1,each,それぞれ；どれもこれも
101,section2,challenge,に異議を唱える；（人）に挑む
102,section2,determine,を決定する；を正確に知る
103,section2,manage,をどうにか成し遂げる；を管理する
104,section2,maintain,を維持する；と主張する
105,section2,refer,言及する；関連する；参照する
106,section2,approach,に近づく；に取り組む
107,section2,advance,進歩する；進む；を進める
108,section2,express,を表現する
109,section2,spread,を広める；広がる
110,section2,occur,起こる；心に浮かぶ；現れる
111,section2,observe,に気づく；を観察する；を遵守する
112,section2,recognize,を識別できる；を認める
113,section2,suppose,と思う；と仮定する
114,section2,regard,を見なす；を見る；を評価する
115,section2,treat,を扱う；を治療する
116,section2,search,捜す；を捜索する；を詳しく調べる
117,section2,prove,を証明する；わかる，判明する
118,section2,establish,を設立する；を確立する
119,section2,mention,に言及する；と言う
120,section2,represent,を表す；を代表する
121,section2,prefer,の方を好む
122,section2,apply,申し込む；（...に）適用される；を（...に）適用［応用］する
123,section2,seek,を追い求める；（助けなど）を要請する
124,section2,publish,を出版する；を公表する
125,section2,perform,を行う；を演じる，演奏する
126,section2,gain,を獲得する；（を）増す
127,section2,fit,（に）適合する；を（...に）はめ込む；を（...に）合わせる
128,section2,contain,を含む；の収容能力がある；を抑える
129,section2,supply,を供給する
130,section2,prepare,を準備する；を調理する；（...のために）準備をする
131,section2,bear,に耐える（≒stand，endure）；を負う；を産む；を運ぶ
132,section2,prevent,を妨げる；を防ぐ
133,section2,object,反対する
134,section2,decline,衰退する；減少する；を断る
135,section2,replace,に取って代わる；を取り替える
136,section2,connect,をつなぐ；を（...と）関連づける
137,section2,attend,に出席する；（の）世話をする；（...に）精を出す
138,section2,survive,生き延びる；を切り抜けて（生き）残る；より長生きする
139,section2,respect,を尊敬する；を尊重する
140,section2,waste,を浪費する
141,section2,advantage,利点；優勢；有利，得
142,section2,resource,資源；資金；才覚
143,section2,medium,（情報伝達の）媒体；手段
144,section2,method,方法；体系；秩序
145,section2,attitude,考え方；態度
146,section2,structure,構造；体系；構造物
147,section2,function,機能；関数
148,section2,feature,特徴；顔つき；特集記事［番組］
149,section2,aspect,（物事の）側面；観点；様相
150,section2,content,内容；中身；コンテンツ
151,section2,detail,詳細（な情報），細部
152,section2,range,範囲；射程距離；並び
153,section2,region,地域；領域；部位
154,section2,trade,貿易；商売，取引
155,section2,habit,習慣，癖
156,section2,cell,細胞；小個室；電池
157,section2,fuel,燃料；勢いを増加させるもの
158,section2,bill,請求書；勘定書（≒check）；法案
159,section2,charge,料金；世話；管理；告発
160,section2,fine,罰金
161,section2,temperature,温度；体温；熱
162,section2,decade,10年間
163,section2,emotion,感情，情動；感動
164,section2,explanation,説明；解釈；理由
165,section2,solution,解決（策）；溶液
166,section2,degree,程度；度；学位；等級
167,section2,access,接近，利用（の機会）
168,section2,contrast,対照
169,section2,status,地位；状態
170,section2,surface,表面；外見
171,section2,conflict,争い；論争；不一致
172,section2,audience,聴衆；視聴者
173,section2,clay,粘土
174,section2,epoch,時代；画期的な出来事
175,section2,profit,利益；収益（率）；得
176,section2,income,収入
177,section2,ancestor,先祖；先駆者；原型
178,section2,crop,作物；収穫高
179,section2,significant,重要な；意義深い
180,section2,necessary,必要な
181,section2,appropriate,適切な
182,section2,correct,正しい；適切な
183,section2,worth,の価値がある；（～する）に値する
184,section2,positive,積極的な；肯定的な；明確な；確信して
185,section2,plastic,柔軟な；プラスチックの，ビニールの
186,section2,political,政治（上）の
187,section2,official,公式の；公用の；役所の
188,section2,private,私的な；民営の
189,section2,ancient,古代の；昔からの
190,section2,due,（支払）期日で；予定された；しかるべき
191,section2,complex,複雑な；複合（体）の
192,section2,mobile,可動［移動］式の；流動性のある
193,section2,blank,空白の；無表情な；がらんとした
194,section2,male,男性の；男らしい
195,section2,therefore,それゆえに
196,section2,thus,したがって；このように；次のように
197,section2,eventually,結局（は）
198,section2,otherwise,さもなければ；その他の点では；違った風に
199,section2,despite,...にもかかわらず
200,section2,both,両方とも；両方の
201,section3,succeed,成功する；継承する
202,section3,identify,を特定する；を（...と）同一視する
203,section3,reflect,を反映する；（を）反射する；（を）熟考する
204,section3,assume,を当然のことと思う；を手に入れる；を引き受ける
205,section3,estimate,と推定する；を見積もる；を評価する
206,section3,define,を定義する；を規定する
207,section3,indicate,を指し示す；を述べる
208,section3,reveal,を明らかにする；を見せる
209,section3,attempt,を試みる，企てる
210,section3,respond,反応する；答える
211,section3,associate,を結び付けて考える；（...と）交際する
212,section3,examine,を調べる；を診察する；を尋問する
213,section3,address,（問題など）を扱う；に演説する；（手紙など）を（...あてに）出す
214,section3,trust,を信頼する；を託する
215,section3,doubt,を疑う；（...では）ないと思う
216,section3,ignore,を無視する
217,section3,refuse,を拒む；を断る
218,section3,complain,（と）不平［苦情］を言う；訴える
219,section3,decrease,減少する；を減らす
220,section3,vary,さまざまである
221,section3,emerge,現れる；明らかになる；台頭する
222,section3,match,と合う；に匹敵する
223,section3,stick,を動けなくさせる；（...に）くっつく
224,section3,hide,を隠す（≒conceal）；隠れる
225,section3,attract,を引きつける
226,section3,promote,を促進する；（受身形で）昇進する
227,section3,satisfy,を満足させる；を満たす
228,section3,earn,を稼ぐ；を得る；をもたらす
229,section3,preserve,を保持する；を守る；を保存する
230,section3,enable,（人）にとって（～するのを）可能にする
231,section3,destroy,を破壊する；（人）を破滅させる
232,section3,tear,を引き裂く；裂ける
233,section3,suffer,苦しむ；患う；（苦痛など）を経験する
234,section3,survey,を調査する；を概観する
235,section3,divide,を分ける；分かれる
236,section3,conduct,を実施する
237,section3,graduate,卒業する
238,section3,contribute,寄与［貢献］する；（を）寄付する；（を）寄稿する
239,section3,desire,を強く望む
240,section3,relax,くつろぐ；緩む；をくつろがせる；を緩める
241,section3,target,（到達）目標；的
242,section3,aim,目的
243,section3,principle,主義，信条；原則，原理
244,section3,norm,規範；標準
245,section3,strategy,戦略
246,section3,track,跡；軌道；（鉄道の）番線；走路
247,section3,progress,進歩；前進
248,section3,personality,個性，性格
249,section3,characteristic,特徴
250,section3,manner,方法；物腰；作法
251,section3,device,装置，機器；方策
252,section3,origin,起源；源
253,section3,gene,遺伝子
254,section3,atmosphere,大気；雰囲気
255,section3,trend,傾向；流行
256,section3,phenomenon,現象
257,section3,context,状況，背景；文脈
258,section3,circumstance,状況，事情；境遇
259,section3,pain,苦痛；苦悩；骨折り
260,section3,struggle,闘い；懸命の努力
261,section3,pollution,汚染
262,section3,threat,脅威；兆し，恐れ；脅迫
263,section3,disaster,災害；惨事
264,section3,consequence,結果；重大性
265,section3,revolution,革命；回転；（天体の）公転
266,section3,majority,大部分；多数派
267,section3,mass,かたまり；大量；一般大衆
268,section3,stock,在庫品；蓄え；株
269,section3,wealth,富；資源；富裕（状態）
270,section3,literature,文学；文献；印刷物
271,section3,authority,（関係）当局；権威；権限
272,section3,institution,機関；協会；施設；制度
273,section3,custom,（社会的な）慣習；税関；関税
274,section3,sight,光景；名所；目にすること；視野；視力
275,section3,display,（感情などの）表れ；展示；誇示
276,section3,colleague,（職場の）同僚（≒coworker）
277,section3,resident,居住者
278,section3,vehicle,乗り物，車；伝達手段，媒体
279,section3,essential,必要不可欠な；本質的な
280,section3,aware,気づいて
281,section3,mental,精神の；知能の
282,section3,academic,学問の；大学の
283,section3,ordinary,並の；普通の；常勤の
284,section3,familiar,精通している；よく知られている
285,section3,novel,目新しい，斬新な
286,section3,specific,特定の；明確な，具体的な；（...に）特有の
287,section3,chemical,化学の，化学的な
288,section3,financial,財政（上）の；財界の
289,section3,active,活動的な；効力のある；積極的な
290,section3,negative,否定の；消極的な；負の
291,section3,direct,直接の；率直な
292,section3,obvious,明らかな（≒clear）
293,section3,current,現在の；現代の；通用している
294,section3,urban,都市の；都会的な
295,section3,furthermore,さらに
296,section3,likewise,同様に
297,section3,though,（文中，文末で）けれど
298,section3,nevertheless,それにもかかわらず（≒nonetheless）
299,section3,thereby,それによって
300,section3,hence,それゆえに（≒therefore）
301,section4,appreciate,を正当に評価する；を鑑賞する；を感謝する
302,section4,admit,（を）認める；に（...への）入場［入学など］を認める
303,section4,predict,を予言［予測］する
304,section4,acquire,を得る；を習得する
305,section4,adopt,を採用する；（態度など）をとる；を養子にする
306,section4,purchase,を購入する
307,section4,afford,を持つ［する］余裕がある；を与える
308,section4,consume,を消費する；を食べる，飲む
309,section4,remove,を取り除く；を解雇する
310,section4,suit,に適する；に似合う；を適合させる
311,section4,expand,（を）拡大する；（を）詳説する
312,section4,extend,を伸ばす，延ばす；伸びる；及ぶ
313,section4,explore,（を）調査する；（を）探検する
314,section4,judge,（を）判断する；に判決を下す
315,section4,demonstrate,を論証［証明］する；デモをする
316,section4,insist,（を）強く主張する
317,section4,appeal,訴える；抗議する；上訴する
318,section4,convince,を納得［確信］させる
319,section4,settle,を解決する；（に）移り住む
320,section4,aid,を援助する，助ける
321,section4,educate,を教育する；に教える；（能力など）を養う
322,section4,engage,を従事させる；を（...として）雇う；（...に）従事する
323,section4,combine,を結び付ける；（...と）結び付く
324,section4,organize,を組織する；を準備する
325,section4,operate,を操作する；機能する；手術する
326,section4,recall,を思い出す；を呼び戻す
327,section4,rely,頼る（≒depend）
328,section4,amaze,をびっくりさせる
329,section4,confuse,を混同する；を当惑させる
330,section4,blame,を責める；の責任を負わせる
331,section4,criticize,を批判する；を批評する
332,section4,behave,振る舞う；作用する
333,section4,encounter,に遭遇する；に（思いがけず）出会う
334,section4,select,を選ぶ，精選する
335,section4,flow,流れる；（...から）生じる
336,section4,evolve,（徐々に）発展する；進化する
337,section4,freeze,凍る；態度を硬くする；を凍らせる
338,section4,release,を放出する；を解放する；を発表する
339,section4,locate,の位置を探し当てる；（受身形で）位置する
340,section4,advertise,を宣伝する；（...を求める）広告を出す
341,section4,imagination,想像（力）
342,section4,perspective,観点；大局観；遠近法
343,section4,confidence,自信；信頼；秘密
344,section4,achievement,業績；達成，成就
345,section4,reward,報酬；報い
346,section4,corporation,（大）企業；法人
347,section4,capital,資本；首都；大文字
348,section4,client,顧客（≒customer）；（弁護士などの）依頼人
349,section4,crisis,危機
350,section4,harm,害
351,section4,victim,犠牲（者），被害者
352,section4,option,選択（の自由）；選択肢
353,section4,campaign,運動；軍事行動
354,section4,court,裁判所，法廷；裁判；宮廷；中庭
355,section4,code,規範；暗号，符号；法典
356,section4,criminal,犯罪者，犯人
357,section4,agriculture,農業；農学，畜産
358,section4,religion,宗教；信条；信仰（心）
359,section4,philosophy,哲学；原理；人生観
360,section4,conference,会議；協議
361,section4,document,（公）文書；記録，資料
362,section4,statistics,統計；統計学
363,section4,analysis,分析（結果）
364,section4,hypothesis,仮説；憶測
365,section4,notion,概念，観念；見解；意向
366,section4,stereotype,固定観念；決まり文句
367,section4,review,（書物などの）論評；再調査；復習
368,section4,vocabulary,語彙
369,section4,organ,臓器；組織
370,section4,gender,（社会的・文化的）性別
371,section4,fossil,化石；時代遅れの人［物］
372,section4,glacier,氷河
373,section4,laboratory,実験室，研究室
374,section4,virus,ウイルス；（感染症の）病原体
375,section4,occasion,場合，時；行事；機会
376,section4,minister,大臣；（プロテスタント系の）聖職者
377,section4,presence,存在；出席；面前
378,section4,substance,物質；実質；趣旨
379,section4,creative,創造的な，独創的な；創造力のある
380,section4,potential,潜在的な；可能性を秘めた
381,section4,independent,独立した
382,section4,willing,いとわない
383,section4,efficient,効率的な；有能な
384,section4,ideal,理想的な；観念的な
385,section4,genetic,遺伝（子）の；発生の
386,section4,entire,全体の，全部の（≒whole）；完全な
387,section4,relative,相対的な；比較上の；（...と）関連した
388,section4,extreme,極端な；極度の，過激な
389,section4,vast,広大な；莫大な
390,section4,tiny,とても小さな；わずかな
391,section4,desert,人の住まない；砂漠の（ような）
392,section4,rural,田舎の
393,section4,previous,以前の，前の
394,section4,legal,法律の；合法の
395,section4,nowadays,近ごろは（≒today）
396,section4,seldom,めったに...ない（≒rarely）
397,section4,meanwhile,（2つの事柄を対比して）一方；その間
398,section4,latter,（二者のうちの）後者
399,section4,versus,（A versus B で）A対B；AかBか
400,section4,all,すべて（のもの）；全く
401,section5,perceive,を知覚する
402,section5,expect,を予期する；を期待する
403,section5,intend,を意図する
404,section5,request,を要請する；に（～するように）頼む
405,section5,remind,に思い出させる
406,section5,inspire,（人）を触発する；を喚起する
407,section5,fascinate,を魅了する
408,section5,emphasize,を強調する；を重視する
409,section5,recommend,を勧める
410,section5,propose,を提案する；をもくろむ；結婚を申し込む
411,section5,distinguish,を区別する
412,section5,complicate,を複雑にする
413,section5,transform,を変える；変わる
414,section5,credit,（功績など）を（...に）帰する；を信じる
415,section5,reserve,（判断など）を保留する；を予約する；を取っておく
416,section5,oppose,に反対する；を対抗［対比］させる
417,section5,deny,を否定する；を拒む
418,section5,reject,を拒否する
419,section5,ban,を（法的に）禁止する；を締め出す
420,section5,frighten,（人）を怖がらせる
421,section5,participate,参加する
422,section5,compete,競う；匹敵する
423,section5,overcome,を克服する
424,section5,arise,生じる
425,section5,generate,を生み出す
426,section5,obtain,を得る
427,section5,employ,を雇う；を使う
428,section5,import,を輸入する；を取り入れる
429,section5,handle,を処理する；を論じる；を商う
430,section5,repair,を修理する（≒fix）；を修復する
431,section5,cure,を治す；を除去する；（病気が）治る
432,section5,transport,を輸送する
433,section5,deliver,を配達する；（演説・講義）をする；子を産む
434,section5,rush,急いで行く；性急に行動する；をせき立てる
435,section5,commit,深くかかわる；（罪など）を犯す
436,section5,hate,をひどく嫌う；を残念に思う
437,section5,regret,を後悔する
438,section5,consist,（...から）成る；（...に）ある
439,section5,translate,を翻訳する；を（...に）変える
440,section5,conclude,と結論づける；を締めくくる；を締結する
441,section5,comfort,快適さ；慰め
442,section5,facility,施設，設備；機能；才能
443,section5,trait,特性（≒feature）
444,section5,humanity,人類；人間性；人情
445,section5,tribe,部族
446,section5,elite,エリート
447,section5,lawyer,弁護士
448,section5,category,部類；区分
449,section5,version,（本・製品などの）版；解釈
450,section5,diversity,多様性；相違点
451,section5,proportion,割合；部分；釣り合い
452,section5,instrument,器具；楽器
453,section5,innovation,革新；新機軸
454,section5,weapon,兵器，武器
455,section5,dialect,方言
456,section5,barrier,障壁；防壁；境界線
457,section5,myth,作り話；神話
458,section5,ritual,儀式；（日常の）習慣的行為
459,section5,routine,決まり切った仕事；いつもの手順
460,section5,emergency,緊急（事態）
461,section5,alarm,不安；警報
462,section5,harvest,収穫（物）；漁獲高
463,section5,grain,穀物；粒；きめ
464,section5,quantity,量
465,section5,budget,予算；経費
466,section5,expense,経費；費用；犠牲
467,section5,insurance,保険；保険料；保険金
468,section5,loan,貸付金，融資；貸し付け
469,section5,contract,契約（書）；協定
470,section5,mammal,哺乳動物
471,section5,infant,乳児；幼児
472,section5,protein,たんぱく質
473,section5,tissue,（生物の）組織；ティッシュペーパー
474,section5,fault,責任；欠点；誤り
475,section5,neighborhood,地域；近所
476,section5,vote,投票；投票結果；選挙権
477,section5,duty,義務；職務；関税
478,section5,psychology,心理学
479,section5,intelligent,聡明な；知能を有する
480,section5,conscious,意識して，気づいて（≒aware）
481,section5,cognitive,認知の
482,section5,sensitive,敏感な；神経質な；微妙な
483,section5,accurate,正確な；精密な
484,section5,strict,厳格な；（規則などが）厳しい
485,section5,severe,（人・規律などが）厳しい；猛烈な
486,section5,actual,実際の
487,section5,visual,視覚の；目に見える
488,section5,FALSE,誤った；うその；偽の
489,section5,illegal,違法の，不法の
490,section5,violent,暴力的な；（人・気質が）激しい
491,section5,military,軍の
492,section5,civil,市民の；民間の；民事の
493,section5,typical,典型的な；（...に）特有の
494,section5,universal,普遍的な；宇宙の；万能の
495,section5,constant,絶え間ない；一定の
496,section5,fundamental,基本的な；必須の
497,section5,primary,最も重要な；第一の；初等（教育）の
498,section5,rare,珍しい，希少な
499,section5,convenient,便利な，都合のいい
500,section5,enormous,巨大な，莫大な
501,section6,concentrate,（を）集中する
502,section6,investigate,を調査する；を究明する；（...を）調査する
503,section6,adjust,を調整する；を適合させる；順応する
504,section6,arrange,の段取りをつける；を手配する；を配置する
505,section6,alter,を変える；変わる（≒change）
506,section6,confirm,を確認する
507,section6,absorb,を吸収する；を併合する
508,section6,expose,をさらす；を暴露する；を露出する
509,section6,transfer,を移す；を伝える；移る；乗り換える
510,section6,abandon,を捨てる；を放棄する
511,section6,injure,を傷つける；を損なう（≒hurt）
512,section6,recover,回復する；を取り戻す
513,section6,praise,を賞賛する；賛美する
514,section6,favor,に賛成する；を好む；をひいきする
515,section6,celebrate,を祝う；を挙行する
516,section6,guarantee,を保証する
517,section6,ensure,を確実にする（≒make
518,section6,award,を授与する；を裁定する
519,section6,grant,を与える；を認める
520,section6,permit,を許可する（≒allow）
521,section6,disappoint,を失望させる；（希望など）をくじく
522,section6,embarrass,に恥ずかしい思いをさせる
523,section6,bother,を悩ます；（...を）気にかける
524,section6,upset,を動揺させる；をだめにする
525,section6,inform,に知らせる；情報を提供する
526,section6,warn,（人）に警告する
527,section6,command,と命じる；を指揮する；を支配する
528,section6,imply,を暗に意味する；を必然的に伴う
529,section6,pretend,のふりをする
530,section6,interpret,を解釈する；（を）通訳する
531,section6,react,反応する；化学反応を起こす
532,section6,interact,影響し合う；相互に作用する
533,section6,differ,異なる
534,section6,breathe,呼吸する；を吸う
535,section6,stare,（を）じっと見る
536,section6,breed,を飼育する，繁殖させる；繁殖する；生じる
537,section6,melt,溶ける；なごむ；を溶かす
538,section6,invest,（を）投資する；に（...を）与える
539,section6,manufacture,を製造する；をでっち上げる
540,section6,construct,を建設する；を構成する
541,section6,wisdom,知恵；学識
542,section6,insight,洞察力，見識
543,section6,discipline,規律，しつけ；訓練；懲戒；学問分野
544,section6,habitat,生息地；（人の）居住地
545,section6,territory,領土；（活動などの）領域
546,section6,colony,植民地；居留地；（動植物の）コロニー
547,section6,district,地区；行政区
548,section6,shelter,避難（所），保護
549,section6,landscape,風景；領域
550,section6,inhabitant,住民；生息動物
551,section6,depression,憂うつ；うつ病；不況；低気圧
552,section6,nerve,神経；神経過敏；（～する）度胸
553,section6,wound,傷；痛手
554,section6,symptom,症状；兆候（≒sign）
555,section6,therapy,療法；心理療法
556,section6,welfare,福祉，幸福
557,section6,incident,出来事，事件；紛争
558,section6,witness,目撃者（≒eyewitness）；証人；証拠，証言
559,section6,glance,ちらっと見ること
560,section6,ray,光線
561,section6,ingredient,成分，材料；要素
562,section6,agent,仲介者，代理人；薬剤
563,section6,fee,料金；謝礼
564,section6,sacrifice,犠牲；いけにえ
565,section6,burden,負担；（重い）義務；積み荷
566,section6,layer,層
567,section6,row,列；（建物が並ぶ）通り
568,section6,instruction,指示；（製品の）使用書
569,section6,editor,編集者
570,section6,stuff,（漠然と）物；素材；素質
571,section6,mission,使命；（外交）使節団
572,section6,procedure,手続き；（一連の）措置
573,section6,immigration,（外国からの）移住；入国管理事務所
574,section6,hybrid,ハイブリッド車；（動植物の）雑種；混成物
575,section6,opponent,（試合・論争などの）相手；反対者
576,section6,outcome,結果（≒result）
577,section6,equality,平等，対等
578,section6,reputation,評判
579,section6,capable,能力がある；有能な
580,section6,proper,適切な；正式の；（...に）固有の
581,section6,sufficient,十分な
582,section6,reasonable,合理的な；分別のある；（値段が）手ごろな
583,section6,linguistic,言語の
584,section6,verbal,言葉の；口頭での；逐語的な
585,section6,bilingual,2言語を使う
586,section6,contemporary,現代の；同時代の；同年輩の
587,section6,conventional,従来の；月並みな
588,section6,overall,全体的な
589,section6,widespread,広範囲にわたる；広く普及した
590,section6,domestic,家庭の；国内の；（動物が）飼いならされた
591,section6,distant,遠い；隔たった
592,section6,nuclear,核の，原子力の
593,section6,thick,厚い；太い；濃い
594,section6,contrary,反対の
595,section6,virtual,仮想の；事実上の
596,section6,aggressive,攻撃的な；意欲的な
597,section6,evil,邪悪な；有害な
598,section6,elementary,初級の；基本的な
599,section6,annual,1年間の；年1回の，例年の
600,section6,immediate,即座の；当面の；すぐそばの；直接の
601,section7,admire,に（...のことで）感嘆する
602,section7,approve,賛成する；を承認する
603,section7,devote,をささげる
604,section7,pursue,を追求する；に従事する
605,section7,dominate,を支配する；（...より）優勢である
606,section7,possess,を所有している；の心をとらえる
607,section7,occupy,（空間・時間）を占める；を占領する
608,section7,secure,を確保する；を守る
609,section7,capture,を捕らえる；を引きつける
610,section7,lend,を貸す；（人）に（物）を与える
611,section7,rent,を賃借りする；を賃貸しする
612,section7,persuade,を説得する；に確信させる
613,section7,urge,に促す；を強く主張する；を追い立てる
614,section7,stimulate,を刺激する
615,section7,annoy,を悩ます；（受身形で）腹が立つ
616,section7,scare,をおびえさせる；を脅す
617,section7,crash,衝突する，墜落する；をぶつけて壊す
618,section7,collapse,崩壊する；（人が）倒れる；を折り畳む
619,section7,remark,と述べる；（...について）意見を述べる
620,section7,illustrate,を説明する；に挿絵を入れる
621,section7,protest,抗議する；を主張する
622,section7,declare,を宣言する；を申告する
623,section7,isolate,を孤立させる
624,section7,accompany,に同行する；に付随する
625,section7,surround,を取り巻く；にまつわる
626,section7,endanger,を危険にさらす
627,section7,exhaust,を疲れ果てさせる；を使い尽くす；排気する
628,section7,disturb,をかき乱す；を邪魔する；を不安にする
629,section7,puzzle,を当惑させる
630,section7,quit,をやめる；（場所）を去る
631,section7,cope,うまく処理する
632,section7,enhance,（価値など）を高める
633,section7,ease,を軽減する；和らぐ；緩む
634,section7,apologize,謝る；弁明する
635,section7,acknowledge,を認める（≒admit）；に謝意を表す
636,section7,resemble,に似ている
637,section7,swallow,（を）飲み込む；をうのみにする；に耐える
638,section7,distribute,を分配する；（受身形で）分布する
639,section7,export,（を）輸出する
640,section7,launch,を開始する；を売り出す；を発射する
641,section7,justice,公正，正義；司法
642,section7,courage,勇気
643,section7,passion,情熱；熱中；激怒
644,section7,bond,絆；債券；束縛；接着剤
645,section7,companion,連れ；仲間
646,section7,mood,気分；機嫌；雰囲気
647,section7,prejudice,偏見（≒bias）
648,section7,discrimination,差別；区別
649,section7,priority,優先（事項）
650,section7,globe,地球（≒earth）；世界；球
651,section7,hemisphere,半球
652,section7,boundary,境界（線）；限界
653,section7,asteroid,小惑星；ヒトデ
654,section7,gravity,重力，引力；重量；重大さ
655,section7,component,構成要素；部品
656,section7,liquid,液体
657,section7,orbit,軌道；範囲
658,section7,trace,痕跡；微量
659,section7,treasure,宝物；財産
660,section7,logic,論理；道理；原理
661,section7,council,（地方）議会；評議会；（公の）会議
662,section7,profession,職業；専門職；同業者仲間
663,section7,secretary,秘書；事務官；長官
664,section7,jury,陪審（員団）；審査員団
665,section7,physician,内科医
666,section7,surgeon,外科医；軍医
667,section7,guard,護衛者；監視，警戒
668,section7,license,免許（証）
669,section7,grocery,食料雑貨；食料雑貨店
670,section7,litter,ごみ；乱雑な状態
671,section7,drought,干ばつ；（慢性的な）不足
672,section7,blaze,炎；強い輝き
673,section7,trap,わな；苦境
674,section7,fate,運命；結末；最期
675,section7,luxury,ぜいたく（品）；（形容詞的に）豪華な
676,section7,exception,例外
677,section7,sum,金額；合計；要点
678,section7,conservation,（動植物などの）保護；保存
679,section7,democratic,民主主義の；民主的な
680,section7,numerous,非常に数の多い
681,section7,minor,小さい；重要でない
682,section7,superior,よりすぐれた
683,section7,principal,主要な；資本金の
684,section7,crucial,重要な；厳しい
685,section7,vital,必要不可欠な；生き生きした；生命にかかわる
686,section7,rational,理性的な；合理的な
687,section7,anxious,心配して；切望して
688,section7,curious,好奇心の強い；奇妙な
689,section7,rude,無礼な；粗野な
690,section7,remote,遠く離れた；かけ離れた
691,section7,tropical,熱帯の
692,section7,marine,海の；船舶の
693,section7,extraordinary,異常な；並はずれた
694,section7,odd,奇妙な（≒strange）；奇数の
695,section7,biological,生物学（上）の
696,section7,racial,人種の，民族の
697,section7,initial,初めの
698,section7,distinct,明らかに異なる；明瞭な
699,section7,pure,純粋な；潔白な；全くの
700,section7,exact,正確な；まさにその
701,section8,sustain,を持続させる
702,section8,defend,を防御する
703,section8,foster,を促進する
704,section8,pile,を積み重ねる
705,section8,attach,を付ける
706,section8,pour,を注ぐ
707,section8,load,に積む
708,section8,stretch,を伸ばす
709,section8,convey,を伝える
