番号,section,単語,意味
57,section1,subject,科目、 主題、 家来、 臣民； 患者、 被験者； (～に)従属している、 かかりやすい(to～)
58,section1,subdue,～を征服する、 支配する、 抑える
59,section1,submit,（～に)服従する、 身を任せる(to～)； ～を服従させる、 を提出する
60,section1,submission,服従、 提出
61,section1,fundamental,根本的な、 基礎的な、 重要な
62,section1,fund,資金、 基金
63,section1,found,～を設立する
64,section1,foundation,基盤、 基礎、 土台
65,section1,profound,深い、 深遠な
66,section1,base,土台、基礎
67,section1,basis,基礎
68,section1,ground,運動場、 地面、 根拠、 理由
69,section1,superficial,うわべの
70,section1,shallow,浅い； 浅はかな、 うわべの
71,section1,superb,すばらしい、 見事な
72,section1,supervise,～を監視する、 指揮する
73,section1,superstition,迷信
74,section1,core,中心、 核心； (果物の)芯
75,section1,surface,表面、 表層
76,section1,internal,内面の、 内側の
77,section1,external,外側の
78,section1,concentrate,(～に)集中する(on～)； ～を(…に)集中させる(on…)
79,section1,focus,(～に)集中する、 重点を置く(on～)； 焦点
80,section1,compose,～を構成する； 作曲・作文する
81,section1,consist,(～から)成る(of～)、 (～の中に)ある、 存在する(in～)
82,section1,organize,～を組織する
83,section1,element,要素、 元素
84,section1,component,構成要素、 部分
85,section1,complex,複雑な、 複合の
86,section1,complicated,複雑な
87,section1,reveal,～を明らかにする、 暴露する
88,section1,conceal,～を隠す
89,section1,expose,～をさらす
90,section1,impose,～を(…に)課す、 押しつける(on[upon]…)
91,section1,divide,～を分割する
92,section1,diffuse,～をまき散らす、 分散する； 拡散する
93,section1,scatter,～をまき散らす
94,section1,spread,広がる、 普及する
95,section1,bend,～を曲げる
96,section1,incline,～を傾ける、 (…したい)気持ちにさせる(to do)
97,section1,lean,(～に)寄りかかる、 もたれる(on[against]～)
98,section1,erect,～を直立させる、 建てる； 直立した
99,section1,emit,～を放出する、 排出する
100,section1,absorb,～を吸収する
101,section2,attract,～を惹(引)き付ける、 魅了する
102,section2,extract,～を抜き出す、 抽出する
103,section2,aim,目標、 目的； (～を)狙う、 目標とする(at～)
104,section2,penetrate,～を貫通する、 ～に浸透する； 貫通する（through～）
105,section2,thrust,～を(ぐいっと)押し付ける、 突っ込む、 突き刺す
106,section2,insert,～を挿入する
107,section2,grasp,～を掴む、 握る； 理解する
108,section2,grab,～を掴む
109,section2,seize,～を掴む、 (感情などが)を襲う； 押収する
110,section2,drag,～を引きずる
111,section2,cling,（～に)しがみつく、 固執する(to～)
112,section2,stick,棒； (～に)くっつく、 固執する(to～)
113,section2,attach,～をくっつける； 愛着を持たせる
114,section2,imitate,～を真似る
115,section2,fold,～を折り畳む
116,section2,tear,～を引き裂く
117,section2,mold,～をかたどる、 形成する
118,section2,distort,～を歪める
119,section2,expand,～を拡大する； 拡大する； 膨張する
120,section2,shrink,縮む
121,section2,swell,膨らむ
122,section2,assemble,～を集める、 組み立てる
123,section2,collect,～を集める； 徴収する
124,section2,cram,～を詰め込む
125,section2,rotate,～を回転する； 回転する
126,section2,twist,～をひねる
127,section2,upset,～をひっくり返す、 動揺させる、 怒らせる； 動揺した、 怒った
128,section2,stir,～をかき回す； 騒乱
129,section2,explode,爆発する
130,section2,burst,爆発する
131,section2,melt,溶ける； ～を溶かす
132,section2,leak,漏れる； ～を漏らす
133,section2,string,ひも、 糸
134,section2,restrict,～を(…に)制限する(to…)
135,section2,strict,厳しい； 厳密な
136,section2,distress,苦悩、 貧困
137,section2,strain,緊張、 重圧、 品種、 血統
138,section2,restrain,～を抑制する
139,section2,tense,緊張した、 ぴんと張った
140,section2,extend,～を伸ばす、 延長する
141,section2,intense,激しい
142,section2,force,力、 勢力； 軍事力； ～に(…することを)強制する(to do)
143,section2,compel,～に(…することを)強いる(to do)
144,section2,oblige,～に(…することを)義務づける、 余儀なくさせる(to do)
145,section2,voluntary,自発的な
146,section2,spontaneous,自発的な、 自然発生的な
147,section2,free,自由な； 無料の； 暇な
148,section2,liberty,自由
149,section2,release,～を解放する
150,section2,capture,～を捕らえる
151,section2,prohibit,～を禁じる； ～に(…するのを)禁じる(from doing)
152,section2,forbid,～を禁じる
153,section2,ban,～を(公的に)禁止する
154,section2,permit,～を許す、 ～に(…するのを)許可する(to do)
155,section2,allow,～が(…するのを)許す(to do)
156,section2,forgive,～(過ちを犯した人)を許す
157,section2,overlook,～を大目に見る、 許す、 ～を見落とす
158,section2,generous,寛容な、 気前のよい
159,section2,tolerate,～を許容する、 容認する
160,section2,prevent,～を防ぐ； ～が(…するのを)妨げる(from doing)
161,section2,avoid,～(望ましくないもの)を避ける、 (するの)を回避する(doing)
162,section2,hinder,～を妨げる； ～が(…するのを)妨げる(from doing)
163,section2,refrain,(～するのを)差し控える、 遠慮する(from doing)
164,section2,interrupt,～を中断する、 邪魔する
165,section2,disrupt,～を乱す、 混乱する
166,section2,disturb,～を妨げる、 悩ませる
167,section2,interfere,(～を)邪魔する、 (に)干渉する(with～)
168,section2,cease,～をやめる、 しなくなる(to do、 doing)
169,section2,halt,～を停止する； 停止
170,section2,deprive,～から(…を)奪う(of…)
171,section2,rob,～から(…を)奪う、 強奪する(of…)
172,section2,strip,から(…を)はぎ取る、 除去する(of…)
173,section2,remove,を(…から)除去する、 取り除く(from…)
174,section2,eliminate,～を取り除く、 削除する
175,section2,get rid of,～を取り除く、 処分する
176,section2,dispose of,～を処理する、 取り除く
177,section2,do away with,～を捨てる、 廃止する
178,section2,discard,～を捨てる
179,section2,abandon,～を捨てる
180,section2,desert,～を捨てる、 見捨てる； 砂漠
181,section2,provide,～を(あらかじめ)供給する、 与える
182,section2,supply,～(足りない物)を供給する； 供給
183,section2,offer,～を(…に)提供する、 申し出る(to…)； 提供、 申し出
184,section2,furnish,～に(…[家具など]を)備え付ける(with…)
185,section2,equip,～に(…を)装備する(with…)
186,section2,promote,～を促進する； 昇進させる
187,section2,enhance,～を高める、 強化する
188,section2,accelerate,～を加速する、 促進する
189,section2,boost,～を促進する、 高める
190,section2,urge,～に(…するよう)せき立てる(to do)； 衝動、 欲望
191,section2,encourage,～を(…するよう)励ます、 促進する(to do)
192,section2,project,企画、 事業； ～を見積もる； 投影する
193,section2,enterprise,企て、 事業、 企業
194,section2,scheme,計画、 枠組み、 制度
195,section2,attempt,試み、 企画； ～を(しようと)試みる(to do)
196,section2,purpose,目的
197,section2,intention,意図
198,section2,destination,目的地、 行き先
199,section2,ideal,理想； 形理想的な
200,section2,practical,実用的な、 現実的な
201,section3,real,本当の、 本物の、 現実の
202,section3,fantasy,空想
203,section3,fancy,空想； ～を想像する； 高級な、 手の込んだ
204,section3,illusion,幻想、錯覚
205,section3,imagine,～を想像する
206,section3,task,仕事、 任務
207,section3,undertake,～を引き受ける
208,section3,cage,檻、 かご
209,section3,embark,(～に)船出する、 着手する(on～)
210,section3,hesitate,(～するのを)ためらう、 躊躇する(to do)
211,section3,pursue,～を追い求める
212,section3,seek,～を探し求める
213,section3,strive,(～を得ようと)努力する、 奮闘する(for～)
214,section3,assign,～を(…に)割り当てる、 課す(to…)
215,section3,in charge of,～を担当して、 の責任者で
216,section3,responsible,(～に対して)責任のある(for～)
217,section3,execute,～を実行する、 果たす～を処刑する
218,section3,perform,～を実行する、 果たす、 ～を演じる、 上演する
219,section3,performance,実行、 業績、 演技、 演奏
220,section3,obstacle,障害、 障害物
221,section3,adverse,逆境の、 不利な
222,section3,hardship,苦難、 苦労
223,section3,burden,重荷、 負担
224,section3,overcome,～を乗り越える、 克服する
225,section3,cope with,～に取り組む、 対処する
226,section3,tackle,～に取り組む、 立ち向かう
227,section3,talent,才能
228,section3,gift,贈り物、 (生まれつきの)才能
229,section3,ability,能力
230,section3,skill,技術、 能力
231,section3,capable,(～の、 する)能力がある(of～、 of doing)
232,section3,capacity,(潜在的な)能力、 受け入れる能力
233,section3,potential,潜在能力、 可能性； 形潜在的に可能な
234,section3,effort,努力
235,section3,struggle,奮闘、 努力； 奮闘する、 努力する
236,section3,endeavor,努力、 試み； 努力する、 試みる
237,section3,persist,ねばる、 しつこく主張する(in～)
238,section3,persevere,ねばる
239,section3,efficient,効率的な
240,section3,fulfill,～(義務・約束)を果たす、 実行する
241,section3,attain,～を達成する、 到達する
242,section3,achieve,～を達成する
243,section3,accomplish,～を成し遂げる、 完成する
244,section3,obtain,～を手に入れる
245,section3,gain,～を得る、 ～を増す； 利益、 増加
246,section3,acquire,～を獲得する、 身につける、 習得する
247,section3,complete,～を完了する、 完全にする； 完全な、 完成した
248,section3,temporary,一時的な、 仮の
249,section3,contemporary,同時代の、 現代の
250,section3,permanent,不変の、 永続する
251,section3,eternal,永久の、 永遠の
252,section3,rare,稀な、 めったにない
253,section3,once in a while,たまに
254,section3,occasion,(on)機会、 場合、 出来事
255,section3,now and then,時々
256,section3,frequency,頻度、 頻繁； 周波数
257,section3,constant,絶え間ない、 一定の
258,section3,perpetual,絶え間ない、 永久の
259,section3,at the moment,今のところは
260,section3,at present,今のところは
261,section3,for the time being,ここしばらくは
262,section3,rapid,急速な
263,section3,immediate,即座の； 直接の
264,section3,prompt,即座の、 素早い； ～を(…するよう)促す、 刺激する(to do)
265,section3,abruptly,不意に、 突然
266,section3,period,期間； 時代； 時限
267,section3,age,年齢、 時代
268,section3,era,時代
269,section3,epoch,新時代、 時代の幕開け
270,section3,phase,局面、 面、 段階
271,section3,decade,10年間
272,section3,annual,毎年の、 年に1回の
273,section3,anniversary,記念日
274,section3,interval,(時間・空間の)間隔
275,section3,origin,起源、 出生
276,section3,initial,最初の
277,section3,former,以前の、 前者の
278,section3,previous,前の
279,section3,precede,～より先行する
280,section3,posterior,(～より)後の(to～)
281,section3,prior,（～より）前の（to～）
282,section3,advance,前進する、 進歩する； 進歩
283,section3,simultaneous,同時の、 同時に起こる
284,section3,coincide,(～と)同時に起こる、 一致する(with～)
285,section3,prolong,～(時間)を延長する
286,section3,postpone,～(予定)を(…まで)延期する(till[until]…)
287,section3,delay,～を遅らせる； 遅延
288,section3,punctual,時間に正確な
289,section3,current,今の； 流通している； 流れ
290,section3,out of date,時代遅れの
291,section3,up to date,最新の
292,section3,ancient,古代の、 大昔の
293,section3,ancestor,先祖
294,section3,primitive,原始的な、 未開の、 野蛮な
295,section3,economy,経済
296,section3,finance,財政、 資金、 融資
297,section3,recede,後退する
298,section3,recession,不景気、 不況
299,section3,currency,通貨、 普及
300,section3,stock,在庫、 株、 株式
301,section4,fortune,富、 財産、 運
302,section4,wealth,富
303,section4,well off,裕福な、 暮らし向きがいい
304,section4,poverty,貧困
305,section4,property,財産、 所有物、 特性
306,section4,asset,財産
307,section4,estate,(主に土地の)財産
308,section4,invest,～を投資する
309,section4,entrepreneur,起業家
310,section4,capital,資本、 首都、 大文字
311,section4,interest,興味、 利子、 利益
312,section4,profit,利益
313,section4,benefit,恩恵、 利益； ～の利益となる； 利益を得る
314,section4,budget,予算、 家計
315,section4,purchase,～を購入する
316,section4,afford,(〈経済的・時間的に〉～する)余裕がある(to do)
317,section4,available,入手できる、 利用できる、 手があいている
318,section4,debt,借金
319,section4,owe,～を(…に)借りている、 恩恵がある(to…)
320,section4,bankrupt,破産した
321,section4,save,～を貯める、 節約する； 省く、 ～を救う
322,section4,spare,～をとっておく； なしですます； 節約する； 予備の
323,section4,deposit,貯金； 埋蔵金； ～を貯める
324,section4,withdraw,～を引き出す、 引っ込める； 引き下がる、 退く
325,section4,extravagant,金遣いの荒い、 過度の、 法外な
326,section4,income,収入
327,section4,outcome,結果
328,section4,revenue,歳入、 収入
329,section4,cost,費用
330,section4,expense,出費
331,section4,fee,(専門家への)謝礼； 料金
332,section4,fare,(乗り物の)運賃
333,section4,area,地域、 領域
334,section4,region,地域、 地方
335,section4,district,地区、 区域
336,section4,quarter,4ぶんの1、 地域、 界隈
337,section4,local,地域の、 地元の； 地元の人
338,section4,globe,地球、 地球儀
339,section4,urban,都市の、都会の
340,section4,rural,田舎の
341,section4,suburb,郊外
342,section4,border,境界、 国境
343,section4,boundary,境界(線)、限界
344,section4,territory,領土、 なわばり
345,section4,invade,～に侵入する、 侵略する
346,section4,intrude,(～に)侵入する(into、 on～)
347,section4,occupy,～を占領する、 占める
348,section4,migrate,移動する、移住する
349,section4,immigrate,移住する
350,section4,emigrate,(国外へ)移住する
351,section4,settle,定住する； ～を落ち着かせる、 解決する
352,section4,frontier,辺境、 最先端
353,section4,pioneer,開拓者、 先駆者； ～を開拓する
354,section4,explore,～を探索する
355,section4,include,～を含む
356,section4,contain,～を含む
357,section4,exclude,～を(…から)除外する(from…)
358,section4,isolate,～を隔離する
359,section4,enclose,～を囲む、 同封する
360,section4,disclose,～を開示する、 暴く
361,section4,surround,～を取り囲む
362,section4,install,～を設置する
363,section4,introduce,～を紹介する、 ～を(初めて)導入する
364,section4,locate,～(の位置)を突き止める、 見つける、 ～を(ある場所に)置く
365,section4,spot,場所； ～(の位置)を突き止める、 見つける
366,section4,search,(…を求めて)～の中を探す(for…)； 探求、 探索
367,section4,approach,～に接近する、 話しかける
368,section4,remote,遠方の； へんぴな、 人里離れた
369,section4,apart,(～から)離れて(from～)
370,section4,aside,脇に
371,section4,replace,～にとって代わる； ～を(…と)置き換える(with…)
372,section4,site,用地､現場、サイト
373,section4,realm,領域、 領土、 王国
374,section4,domain,領域、 領地
375,section4,range,範囲
376,section4,scope,(活動などの)範囲、 領域； 機会
377,section4,category,範疇、 種類
378,section4,genre,（芸術・文学の）ジャンル、酒類
379,section4,margin,余白、余裕、利ざや
380,section4,emerge,現れる、 出現する
381,section4,arise,(～から)生じる(from～)
382,section4,stem,(～から)生じる(from～)； 茎
383,section4,branch,枝； 支店、 支社、 部門
384,section4,derive,(～に)由来する(from～)； (…から)～を引き出す(from…)
385,section4,generate,～を発生させる、 生み出す
386,section4,flourish,繁栄する
387,section4,bloom,(花が)咲く； 栄える； 開花
388,section4,prosper,繁栄する
389,section4,thrive,繁栄する
390,section4,prevail,普及する、 主流となる
391,section4,glory,栄光
392,section4,victory,勝利
393,section4,triumph,勝利、 大成功； 勝利する
394,section4,fame,名声
395,section4,prestige,声、 威信
396,section4,fade,衰退する、 次第に消える
397,section4,decline,衰退する； ～(招待・申し出)を断る
398,section4,corrupt,頽廃した、 腐敗した； ～を堕落させる
399,section4,decay,腐る、 腐敗する； 腐敗、 衰退
400,section4,rot,腐る、 腐敗する
401,section5,bribe,賄賂
402,section5,fraud,詐欺、不正行為
403,section5,perish,消滅する、 死ぬ
404,section5,vanish,消滅する、 消える
405,section5,ruin,破壊、 廃墟； ～を破壊させる、 台無しにする
406,section5,collapse,崩壊する、 崩れる
407,section5,extinguish,～(火)を消す； を絶滅させる
408,section5,catastrophe,破滅、 大惨事
409,section5,survive,～を生き残る
410,section5,regard,～を(…と)みなす(as…)、 ～を尊重する、 に敬意を払う； 尊敬、 敬意、 点
411,section5,account,説明、 報告、 口座、 勘定、 重要性； (～[理由]を)説明する(for～)； (～[割合]を)占める(for～)
412,section5,concern,～に関係する、 ～を心配させる； 関係、 心配、 懸念、 関心
413,section5,anxious,(～を)心配している(about～)、 (～を)切望している(for～、 to do)
414,section5,attend,～に出席する； (～を)注意して聞く(to～)、 (～に)付き添う、 看護する(on～)
415,section5,apply,～を(…に)適用する、 応用する(to…)； (～に)応募する、 志願する(for～)
416,section5,reflect,～を反射する、 反映する； (～を)熟考する(on～)
417,section5,wait,(～を)待つ(for～)、 (～に)仕える、 給仕する(on[upon]～)
418,section5,due,しかるべき、 正当な、 (提出・支払い)期限の、 到着予定の
419,section5,odd,奇妙な、 半端な、 奇数の
420,section5,odds,見込み、 勝算
421,section5,issue,(争点となる)問題、 (雑誌などの)号； ～を発行する、 発布する
422,section5,term,用語、 期間、 関係、 折り合い
423,section5,figure,姿、 形、 図、 人物、 数字； 考える
424,section5,state,州、 国家、 (一時的な)状態； ～を述べる
425,section5,bear,～を住む、 ～に耐える
426,section5,case,場合、 事件、 訴訟(the)、 実情、 事実、 本当、 (病気の)症例
427,section5,mean,～を意味する、 ～しようと(意図)する； 形卑劣な、 意地悪な
428,section5,means,手段、 方法、 財産
429,section5,represent,～を代表する、 ～を象徴する、 ～を表す
430,section5,assume,～を想定する、 思いこむ、 ～(責任、 任務)を引き受ける
431,section5,possess,～を所有する、 ～に取り憑く
432,section5,observe,～を観察する、 ～(法・規則)を守る
433,section5,swallow,飲み込む、鵜呑みにする、信じる； ツバメ
434,section5,company,会社、 一緒にいること、 仲間
435,section5,firm,固い、 確固たる； 会社、 企業
436,section5,enter,～に入る
437,section5,receive,～を受け取る
438,section5,accept,～を受け入れる
439,section5,refuse,～を拒否する； ～しようとしない(to do)
440,section5,reject,～を拒絶する、 はねつける
441,section5,deny,～を否定する
442,section5,appear,現れる、 のように見える
443,section5,exist,存在する、 生存する
444,section5,expect,～を予想する； 期待する
445,section5,except,～を除いて、 以外は
446,section5,improve,～を改良する、 改善する； 改善する、 良くなる
447,section5,solve,～を解く、 解決する
448,section5,suppose,(…だと)思う(that…)； ～を想定する
449,section5,suggest,～を提案する； (…ということを)暗に示す(that…)
450,section5,propose,～を提案する
451,section5,pretend,(～する)ふりをする(to do)
452,section5,doubt,疑い、～を疑う
453,section5,belong,(～に)属する、 (～の)所有である(to～)
454,section5,fail,(～に)失敗する(in～)； (～)しない、 できない(to do)
455,section5,enable,～に(…するのを)可能にさせる(to do)
456,section5,prefer,～をより好む
457,section5,marry,～と結婚する
458,section5,regret,～を後悔する
459,section5,satisfy,～を満足させる
460,section5,disappoint,～をがっかりさせる
461,section5,bore,～を退屈させる
462,section5,amaze,～をびっくりさせる
463,section5,astonish,～をびっくりさせる
464,section5,frighten,～を怖がらせる、 おびえさせる
465,section5,scare,～を怖がらせる
466,section5,cause,原因； ～を引き起こす
467,section5,factor,要因、 要素
468,section5,result,結果； 結果として生ずる
469,section5,lead,～を(…へ)導く(to…)； (～を)引き起こす(to～)
470,section5,favor,好意、 親切な行為； ～を好む
471,section5,harm,害、 損害； ～を害する
472,section5,risk,危険、 リスク； ～を危険にさらす
473,section5,board,板、 委員会； ～(乗り物)に搭乗する
474,section5,rise,上がる、 増える； 上昇
475,section5,raise,～を上げる； 増やす、 ～(子供・家畜)を育てる
476,section5,lie,横たわる； 存在する
477,section5,lay,～を横たえる； 置く
478,section5,exhibit,～を展示する、 示す； 展示品
479,section5,convenient,便利な； 都合のよい
480,section5,comfort,快適さ； ～を慰める、 元気づける
481,section5,correct,正しい； ～(謝り・欠点)を訂正する、 正す
482,section5,salary,給料
483,section5,reputation,評判、 うわさ
484,section5,rumor,うわさ、 風説
485,section5,duty,義務
486,section5,opportunity,機会
487,section5,idle,何もしていない； 無用の； 何もしないでいる
488,section5,calm,冷静な、 落ち着いた； ～を落ち着かせる
489,section5,curious,好奇心のある； 好奇心をそそる、 奇妙な
490,section5,cruel,残酷な
491,section5,official,公式の； 公務員、 役人
492,section5,relate,～を(…に)関連づける(to…)～を話す
493,section5,absolute,絶対的な、 完全な
494,section5,relevant,(～と)関連がある(to～)、 適切な
495,section5,mutual,相互の
496,section5,associate,～を(…と)関連づける(with…)； 連想する
497,section5,conflict,争い、 衝突； 対立する、 衝突する
498,section5,collision,衝突
499,section5,friction,摩擦、 不和
500,section5,confront,～に直面する
501,section6,oppose,～に反対する
502,section6,object,物体、 対象、 目的； (～に)反対する(to～)
503,section6,contrary,(～と)反対の(to～)
504,section6,contrast,対照
505,section6,contradict,～を否定する、 に反論する、 と矛盾する
506,section6,approve,～に賛成する、 を認める； (～に)賛成する、 認める(of～)
507,section6,consent,(～に)同意する(to～)； 同意
508,section6,correspond,(～と)一致する、 合致する(with～)； (～に)対応する(to～)
509,section6,accord,(～と)一致する、 調和する(with～)
510,section6,conform,(～に)従う、 順応する、 一致する(to～)
511,section6,compatible,(～と)両立可能な、 矛盾しない(with～)
512,section6,compare,～を(…と)比較する(with、 to…)
513,section6,confuse,～を(…と)混同する(with…)； を混乱させる
514,section6,equal,(～と)等しい、 匹敵する、 するだけの能力がある(to～)； ～に等しい
515,section6,equivalent,(～と)同等の(to～)； 同等のもの
516,section6,counterpart,相当するもの・人
517,section6,resemble,～に似ている
518,section6,diverse,多様な
519,section6,differ,(～と)(…の点で)異なる(from～)(in…)
520,section6,vary,異なる、 変わる
521,section6,linguistic,言語の
522,section6,literary,文学の
523,section6,literal,文字通りの、 字義通りの
524,section6,literate,読み書きができる、 教養のある
525,section6,letter,手紙、 文字
526,section6,dialogue,対話
527,section6,monologue,独白
528,section6,logic,論理、 論理学
529,section6,apology,謝罪
530,section6,eloquent,雄弁な
531,section6,biology,生物学
532,section6,psychology,心理学
533,section6,analogy,類推
534,section6,verb,動詞
535,section6,adjective,形容詞
536,section6,proverb,ことわざ
537,section6,oral,口頭の、 口の
538,section6,utter,～(言葉)を発する； 形完全な、 全くの
539,section6,refer,(～に)言及する； (を)参照する； (を)指す(to～)
540,section6,consult,～に相談する； (辞書など)を参照する
541,section6,look up,～(単語など)を調べる
542,section6,mention,～に言及する、 を口にする； 言及
543,section6,imply,～を暗に意味する、 含意する
544,section6,infer,～を推察する
545,section6,interpret,～を解釈する； 通訳する
546,section6,describe,～を描写する、 説明する
547,section6,subscribe,(～を)定期購読する(to～)
548,section6,prescribe,～(薬)を処方する； 指示する
549,section6,manuscript,原稿
550,section6,criticize,～を批判する
551,section6,critical,決定的な、 批評の
552,section6,crisis,危機
553,section6,opinion,意見
554,section6,remark,意見、 論評； (意見を)述べる
555,section6,comment,意見、 論評； (意見を)述べる
556,section6,prose,散文
557,section6,verse,韻文、 詩
558,section6,poetry,詩
559,section6,document,文書、 書類
560,section6,narrative,語り、 物語； 物語の
561,section6,plot,筋書き； 策略、陰謀
562,section6,quote,～を引用する
563,section6,rhetoric,修辞学、 美辞麗句
564,section6,metaphor,比喩、 隠喩
565,section6,irony,皮肉
566,section6,paradox,逆説、 矛盾
567,section6,dialect,方言
568,section6,accent,訛り、 方言
569,section6,pronounce,～を発音する
570,section6,tongue,舌、 言語、 言葉
571,section6,text,文章； メール； メールを送る； ～にメールを送る
572,section6,context,文脈、 前後関係、 状況
573,section6,grammar,文法
574,section6,vocabulary,語彙、 ボキャブラリー
575,section6,research,研究、 調査
576,section6,investigate,～を調査する、 研究する
577,section6,survey,～を見渡す； 調査する； 調査、 概観、 測量
578,section6,inquire,(～について)尋ねる(about～)； (～を)調査する(into～)
579,section6,theory,理論、 学説
580,section6,method,(体系的な)方法
581,section6,hypothesis,仮説、前提
582,section6,experiment,実験
583,section6,detect,～を検出する、 見つける
584,section6,thesis,学位論文
585,section6,statistics,統計
586,section6,analyze,～を分析する
587,section6,laboratory,研究室
588,section6,conclude,(…と)結論を下す(that…)
589,section6,prove,～を証明する； (～であると)分かる、 判明する(to be～)
590,section6,demonstrate,～を実証する、 実演する
591,section6,illustrate,～を例証する、 図で説明する
592,section6,estimate,～を見積もる； 見積もり
593,section6,expert,専門家； (～に)熟達した(at、 in～)
594,section6,scholar,学者、 奨学生
595,section6,academic,学問の、 大学の
596,section6,specialize,(～を)専攻する、 専門にする(in～)
597,section6,geography,地理学
598,section6,geology,地質学
599,section6,geometry,幾何学
600,section6,arithmetic,算数
601,section7,astronomy,天文学
602,section7,astrology,占星術
603,section7,botany,植物学
604,section7,anthropology,人類学
605,section7,discuss,～を話し合う、 議論する
606,section7,agree,(～に)(with)賛成する、 (to)同意する、 一致する
607,section7,argue,～を主張する、 論じる； 言い争う
608,section7,maintain,～を維持する、 主張する
609,section7,assert,～を主張する、 言い張る
610,section7,claim,要求する、主張する； 要求、主張
611,section7,insist,要求する、主張する
612,section7,exclaim,～と叫ぶ
613,section7,proclaim,～を宣言する
614,section7,declare,宣言する
615,section7,announce,～を告知する
616,section7,exaggerate,～を誇張する、 大げさに言う
617,section7,boast,(of)自慢する、 鼻にかける
618,section7,controversy,論争、 議論
619,section7,dispute,議論、議論する； ～を議論する、 討論する
620,section7,debate,討論
621,section7,conference,会議
622,section7,negotiate,交渉する
623,section7,complain,(～について)不満を述べる
624,section7,grumble,不満を言う
625,section7,quarrel,口論、 口喧嘩； 口論する
626,section7,reconcile,～を和解させる、 仲直りさせる； 和解する
627,section7,convince,～に確信させる、納得させる
628,section7,persuade,～に説得する
629,section7,talk～into doing,～に説得する
630,section7,advantage,有利な点、 好都合
631,section7,right,権利
632,section7,privilege,特権
633,section7,entitle,～に資格/権利を与える
634,section7,qualify,～に資格を与える
635,section7,require,～を要求する、 必要とする
636,section7,call for,～を要求する、 必要とする
637,section7,desire,欲望、 願望
638,section7,demand,要求； ～を要求する
639,section7,perspective,展望、 ものの見方
640,section7,inspect,～を詳しく調べる、 検査する
641,section7,prospect,見通し、展望
642,section7,retrospect,追想、回想
643,section7,suspect,～を疑う、 に気付く、 容疑者
644,section7,speculate,～を推測する、熟考する
645,section7,spectacle,見世物、 光景、 眼鏡
646,section7,conspicuous,目立つ
647,section7,precede,～より先行する
648,section7,exceed,～を越える、優る
649,section7,concede,～を認める、譲歩する
650,section7,succeed,成功する、～の後を継ぐ、～に次いで起こる
651,section7,predict,～を予言する、予測する
652,section7,indicate,示す、指示する
653,section7,dictate,書き取らせる、命令する
654,section7,dedicate,捧げる
655,section7,admit,～を（しぶしぶ）認める（that…）； （人[の入場・入学]）を受け入れる
